False	15	174.84375	0.0
False	15	358.375	1560.75
False	15	359.578125	1558.25
False	15	0.84375	1557.0
False	15	2.015625	1558.25
False	15	3.25	1565.0
False	15	4.484375	1564.25
False	15	5.734375	1565.75
False	15	6.96875	1573.25
False	15	8.15625	1575.75
False	15	9.421875	1577.0
False	15	10.59375	1596.5
False	15	11.828125	1602.5
False	15	13.03125	1603.5
False	15	14.265625	1617.0
False	15	15.484375	1624.25
False	15	16.671875	1641.0
False	15	17.921875	1653.5
False	15	19.125	1657.5
False	15	20.40625	1672.25
False	15	21.609375	1693.25
False	15	22.828125	1710.0
False	15	24.015625	1724.0
False	15	25.21875	1743.75
False	15	26.4375	1758.0
False	15	27.703125	1782.75
False	15	28.90625	1799.5
False	15	30.109375	1834.5
False	15	31.3125	1850.0
False	15	33.640625	762.0
False	15	35.015625	737.5
False	15	36.328125	717.0
False	15	37.53125	712.75
False	15	38.671875	707.25
False	15	40.0	705.25
False	15	41.109375	703.25
False	15	42.5625	683.0
False	15	43.828125	658.75
False	15	45.125	640.25
False	15	46.359375	628.75
False	15	47.640625	618.0
False	15	48.890625	605.75
False	15	50.078125	597.25
False	15	51.359375	590.75
False	15	52.75	584.5
False	15	53.796875	581.25
False	15	55.03125	571.25
False	15	56.28125	566.5
False	15	57.71875	561.25
False	15	58.828125	560.5
False	15	59.984375	565.0
False	15	61.40625	547.25
False	15	62.484375	551.25
False	15	63.609375	554.0
False	15	65.078125	549.0
False	15	66.28125	548.5
False	15	67.421875	545.5
False	15	68.546875	545.75
False	15	69.734375	551.5
False	15	71.15625	554.75
False	15	72.203125	551.75
False	15	73.59375	557.25
False	15	75.0	531.75
False	15	76.125	520.0
False	15	77.53125	511.75
False	15	78.515625	507.75
False	15	79.90625	504.5
False	15	81.109375	504.0
False	15	82.328125	505.75
False	15	83.59375	509.0
False	15	84.765625	515.0
False	15	86.09375	526.75
False	0	92.203125	0.0
False	0	93.421875	0.0
False	0	94.65625	0.0
False	15	95.890625	0.0
False	15	89.6875	2513.5
False	0	98.328125	0.0
False	15	91.96875	3688.5
False	15	93.1875	3774.5
False	15	94.484375	3128.0
False	15	103.453125	0.0
False	15	104.46875	0.0
False	0	105.53125	0.0
False	15	100.15625	1346.25
False	15	101.484375	1238.5
False	15	102.78125	1181.25
False	15	104.0625	1190.5
False	15	105.328125	1141.5
False	15	106.671875	1062.5
False	15	108.046875	989.25
False	15	109.296875	984.75
False	15	110.4375	992.5
False	15	111.671875	1001.5
False	15	112.90625	1010.0
False	15	114.09375	1020.0
False	15	115.265625	1031.75
False	15	116.515625	1044.0
False	15	117.734375	1055.25
False	15	118.890625	1068.5
False	15	120.1875	1079.5
False	0	127.828125	0.0
